"Cluster","Metabolite","Formula","Super_Class","Class","Sub_Class","HMDB","pct.1","pct.2","avg_log2FC","p_val","p_val_adj"
"心室肌肉1 Ventricular Muscle1","PA(17:0/22:6(5Z,8E,10Z,13Z,15E,19Z)-2OH(7S, 17S))","C42H71O10P",NA,NA,NA,"HMDB0263541",31.0913277644497,29.5338416560154,0.0189192646130802,7.38499895673403e-47,1.01285260691607e-42
"心室肌肉1 Ventricular Muscle1","(1,10,11,12,14,23-Hexahydroxy-6,10,19-trimethyl-24-oxa-4-azaheptacyclo[12.12.0.02,11.04,9.015,25.018,23.019,25]hexacosan-22-yl) 3,4-dimethoxybenzoate","C36H51NO11","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroidal alkaloids","HMDB0242290",52.5463672187377,52.6695755652519,-0.0156480381446016,7.54062128133695e-47,1.03419620873536e-42
"心室肌肉1 Ventricular Muscle1","PS(16:0/22:4(7Z,10Z,13Z,16Z))","C44H78NO10P","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoserines","HMDB0112352",55.8456898960411,50.9921107144431,-0.0198038231520837,4.75074529885283e-46,6.51564717737665e-42
"心室肌肉1 Ventricular Muscle1","Rhodamine 110","C20H14N2O3","Organoheterocyclic compounds","Benzopyrans","1-benzopyrans","HMDB0257198",85.8604310585696,84.3192736568381,-0.00655573251732444,8.55885024517726e-46,1.17384631112606e-41
"心室肌肉1 Ventricular Muscle1","Indolepyruvate","C11H9NO3","Organoheterocyclic compounds","Indoles and derivatives","Indolyl carboxylic acids and derivatives","HMDB0060484",94.9889682149705,92.5455800902052,0.00655468302449164,1.28915760007647e-45,1.76807964850488e-41
"心室肌肉1 Ventricular Muscle1","Bisnor-(+)-S-145","C18H24NO4P","Lipids and lipid-like molecules","Prenol lipids","Monoterpenoids","HMDB0249272",86.2375350463913,86.260302349156,-0.010073975257784,1.40220537000842e-45,1.92312466496655e-41
"心室肌肉1 Ventricular Muscle1","N-Acetylglutamine","C7H12N2O4","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","HMDB0006029",31.1429700070334,28.6126904373632,0.0208456219844224,1.27503287862764e-44,1.74870759303781e-40
"心室肌肉1 Ventricular Muscle1","Calcium glycerophosphate","C3H7CaO6P","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphates","HMDB0303198",97.3080517578595,94.7442960612338,0.00879256951744289,1.96258576986559e-44,2.69168638337066e-40
"心室肌肉1 Ventricular Muscle1","Saquinavir-NO","C38H49N7O7","Organoheterocyclic compounds","Quinolines and derivatives","Quinoline carboxamides","HMDB0257486",64.2335077222495,63.4222163456594,-0.0103802944670823,2.37528031825146e-44,3.25769695648188e-40
"心室肌肉1 Ventricular Muscle1","Furoparadine","C17H13NO5","Organoheterocyclic compounds","Quinolines and derivatives","Benzoquinolines","HMDB0041087",81.7618097908296,75.7741636916568,0.0171532918528031,2.50678694104398e-44,3.43805828964182e-40
